attention_type,mean_final_loss,std_final_loss,mean_best_acc,std_best_acc,mean_elapsed_ms
standard,0.6253782033920288,0.04116449642182864,0.684375,0.0960143218483576,62.5581536000027
transformed_conv,0.5903465986251831,0.024348402011735888,0.796875,0.04941058844013093,131.08260159998508
