seed,model_type,final_loss,best_loss,final_token_acc,best_token_acc,elapsed_ms,cross_attn_mean,dict_gate
0,standard_seq2seq,20.623302459716797,20.623302459716797,0.017167381942272186,0.017167381942272186,73.65420799942513,0.125,
1,standard_seq2seq,20.373201370239258,20.373201370239258,0.012605042196810246,0.012605042196810246,54.396834999351995,0.125,
0,analysis_synthesis_conv,12.901612281799316,12.901612281799316,0.0,0.004291845485568047,180.90597499940486,0.1250000149011612,0.0030007900204509497
1,analysis_synthesis_conv,14.047420501708984,14.047420501708984,0.029411764815449715,0.029411764815449715,128.86180299938133,0.125,0.002962930826470256
