model_type,mean_final_loss,std_final_loss,mean_best_token_acc,std_best_token_acc,mean_elapsed_ms
standard_seq2seq,20.498251914978027,0.12505054473876953,0.014886212069541216,0.0022811698727309704,64.02552149938856
analysis_synthesis_conv,13.47451639175415,0.572904109954834,0.01685180515050888,0.012559959664940834,154.8838889993931
