model_type,mean_final_loss,std_final_loss,mean_best_token_acc,std_best_token_acc,mean_elapsed_ms,noise_prob
standard_seq2seq,12.76634178161621,0.8970081889481867,0.060612479224801064,0.02369520604813333,183.9030555998761,0.0
analysis_synthesis_conv,9.570751571655274,0.5702829755959151,0.10312867611646652,0.025098357421979432,471.60738700004003,0.0
standard_seq2seq,12.837024307250976,1.0944116675455076,0.07199126705527306,0.02139490695348341,170.831012599956,0.1
analysis_synthesis_conv,9.5582706451416,0.4367655213323682,0.10699055641889572,0.02714424971297516,435.3155639997567,0.1
standard_seq2seq,12.708388328552246,0.79783048890013,0.06973601430654526,0.026269547294211413,178.388136200374,0.2
analysis_synthesis_conv,9.448032569885253,0.366309276823697,0.11359002143144607,0.034793978734867066,441.366568000376,0.2
standard_seq2seq,12.820600509643555,0.883883765738934,0.06851606145501137,0.02492082303786854,179.57213260051503,0.3
analysis_synthesis_conv,9.488469886779786,0.4641240566322457,0.11713789254426957,0.024842523318417038,431.78031660027045,0.3
