noise_prob,attention_type,mean_final_loss,std_final_loss,mean_best_acc,std_best_acc,mean_elapsed_ms
0.0,standard,0.6205714702606201,0.019298973572379037,0.703125,0.02614562582918986,46.907901400027185
0.0,transformed_conv,0.5936463356018067,0.02207698062792341,0.7375,0.05879652413195868,111.89519940007813
0.1,standard,0.6212798357009888,0.018469198224433242,0.690625,0.04780330793993236,43.771233199913695
0.1,transformed_conv,0.5926751613616943,0.025640737769186395,0.721875,0.06202947887899753,108.68940700001986
0.2,standard,0.621537160873413,0.014614985474881222,0.6875,0.04739297152532219,44.51472079999803
0.2,transformed_conv,0.5962121486663818,0.022648973910199963,0.709375,0.05,111.35763920010504
0.3,standard,0.618282961845398,0.015975010565148752,0.70625,0.0375,43.65566500000568
0.3,transformed_conv,0.5934084177017211,0.02833858452944427,0.71875,0.07781187248742957,105.7398524000746
