model_type,mean_final_loss,std_final_loss,mean_best_token_acc,std_best_token_acc,mean_elapsed_ms
standard_seq2seq,12.301615715026855,0.591995399960037,0.0201171875,0.002516425532563501,310.3758760001256
analysis_synthesis_conv,9.724224281311034,0.6248230722043506,0.0224609375,0.004902304842973099,713.6653183998533
