noise_prob,model_type,mean_final_loss,std_final_loss,mean_best_token_acc,std_best_token_acc,mean_elapsed_ms
0.0,standard_seq2seq,12.301615715026855,0.591995399960037,0.0201171875,0.002516425532563501,270.6520289999389
0.0,analysis_synthesis_conv,9.724224281311034,0.6248230722043506,0.0224609375,0.004902304842973099,639.9141073999999
0.1,standard_seq2seq,12.284651184082032,0.5789398968926954,0.0205078125,0.001953125,236.56923719991028
0.1,analysis_synthesis_conv,9.712685203552246,0.6044363817946752,0.0216796875,0.004068880206249933,610.5329062000237
0.2,standard_seq2seq,12.328583717346191,0.5894663164119555,0.0197265625,0.003232997140087275,240.5258650000178
0.2,analysis_synthesis_conv,9.759358978271484,0.6038958778012937,0.0208984375,0.004847528767965179,660.7458565999877
0.3,standard_seq2seq,12.353008460998534,0.6123753510123928,0.0208984375,0.005544949049444684,246.3390075999996
0.3,analysis_synthesis_conv,9.707315635681152,0.635393260855442,0.023828125,0.003125,717.1091221999632
