n_samples,attention_type,mean_final_loss,std_final_loss,mean_best_acc,std_best_acc,mean_elapsed_ms
16,standard,0.5338431477546692,0.02661761507431551,0.75,0.07905694150420949,31.06622519994744
16,transformed_conv,0.4272933781147003,0.06557689003697115,0.8375,0.08477912478906585,71.90477839999403
32,standard,0.566816794872284,0.03162228720123239,0.76875,0.08291561975888499,35.38254600007349
32,transformed_conv,0.5384591579437256,0.019625207211889713,0.80625,0.1125,86.78853339997659
64,standard,0.6205714702606201,0.019298973572379037,0.703125,0.02614562582918986,51.78495160002967
64,transformed_conv,0.5936463356018067,0.02207698062792341,0.7375,0.05879652413195868,128.95244380001714
128,standard,0.6497750163078309,0.012695570328686038,0.6515625,0.04151665704870757,73.24630220000472
128,transformed_conv,0.630020272731781,0.009797925633576766,0.6796875,0.03528621809573817,224.94338040000912
