model_type,mean_final_loss,std_final_loss,mean_best_token_acc,std_best_token_acc,mean_elapsed_ms
standard_seq2seq,12.76634178161621,0.8970081889481867,0.060612479224801064,0.02369520604813333,185.05347700011043
analysis_synthesis_conv,9.570751571655274,0.5702829755959151,0.10312867611646652,0.025098357421979432,443.7953275999462
