noise_prob,attention_type,mean_final_loss,std_final_loss,mean_best_acc,std_best_acc,mean_elapsed_ms
0.0,standard,0.6253782033920288,0.04116449642182864,0.684375,0.0960143218483576,63.658311199924356
0.0,transformed_conv,0.5903465986251831,0.024348402011735888,0.796875,0.04941058844013093,134.3724948000272
0.1,standard,0.6123642206192017,0.04309083328839386,0.746875,0.04780330793993236,51.634122200084676
0.1,transformed_conv,0.5971807241439819,0.022394877466623143,0.79375,0.03186887195995491,134.93396180001582
0.2,standard,0.6104105591773987,0.03962165480615204,0.746875,0.05711145900780333,52.71459579998918
0.2,transformed_conv,0.5966638445854187,0.022760027924035323,0.803125,0.021194781197266463,122.4216101998536
0.3,standard,0.61106436252594,0.03081174174800617,0.73125,0.022963966338592295,57.35406320009133
0.3,transformed_conv,0.6052531003952026,0.020292402483744986,0.790625,0.028980057798424073,125.11869580002895
